Sector,Count,Percentage
Financial Services,3,15.789473684210526
Real Estate,3,15.789473684210526
Health Care,2,10.526315789473683
Chemicals,2,10.526315789473683
Food & Beverage,1,5.263157894736842
Insurance,1,5.263157894736842
Basic Resources,1,5.263157894736842
Utilities,1,5.263157894736842
Consumer Discretionary,1,5.263157894736842
Banks,1,5.263157894736842
Consumer Staples,1,5.263157894736842
Electronic Equipment,1,5.263157894736842
Basic Materials,1,5.263157894736842
