Sector,Count,Percentage
Real Estate,12,40.0
Industrials,7,23.333333333333332
Financial Services,4,13.333333333333334
Consumer Defensive,3,10.0
Consumer Cyclical,1,3.3333333333333335
Energy,1,3.3333333333333335
Communication Services,1,3.3333333333333335
Technology,1,3.3333333333333335
