Sector,Count,Percentage
Basic Resources,3,17.647058823529413
Utilities,3,17.647058823529413
Telecommunications,2,11.76470588235294
Industrial Goods & Services,2,11.76470588235294
"Personal Care, Drug & Grocery Stores",2,11.76470588235294
Banks,1,5.88235294117647
Travel & Leisure,1,5.88235294117647
Energy,1,5.88235294117647
Construction & Materials,1,5.88235294117647
Technology,1,5.88235294117647
