Sector,Count,Percentage
Financial Services,11,18.64406779661017
Energy,10,16.94915254237288
Basic Materials,8,13.559322033898304
Consumer Cyclical,6,10.16949152542373
Industrials,6,10.16949152542373
Consumer Staples,5,8.47457627118644
Information Technology,4,6.779661016949152
Utilities,4,6.779661016949152
Communication Services,3,5.084745762711865
Real Estate,2,3.389830508474576
