Sector,Count,Percentage
Financial Services,4,23.52941176470588
Consumer Cyclical,3,17.647058823529413
Consumer Defensive,2,11.76470588235294
Industrials,2,11.76470588235294
Healthcare,2,11.76470588235294
Basic Materials,2,11.76470588235294
N/A,1,5.88235294117647
Real Estate,1,5.88235294117647
