Sector,Count,Percentage
Materials,33,18.96551724137931
Financials,25,14.367816091954023
Real Estate,24,13.793103448275861
Consumer Discretionary,21,12.068965517241379
Industrials,15,8.620689655172415
Healthcare,13,7.471264367816093
Information Technology,11,6.321839080459771
Energy,10,5.747126436781609
Consumer Staples,10,5.747126436781609
Communication Services,9,5.172413793103448
Utilities,3,1.7241379310344827
