Sector,MarketCap,Weight (%)
Financial Services,31148457888,46.14789170958784
Consumer Defensive,16011691008,23.722066285959865
Industrials,13716031936,20.32094040558033
Consumer Cyclical,3585696576,5.3123765512782075
Healthcare,1027697320,1.5225814646786935
N/A,801601280,1.187609646574456
Basic Materials,711298304,1.0538215800035273
Real Estate,494559104,0.7327123563370802
