Sector,Count,Percentage
Industrials,79,15.705765407554672
Financials,75,14.910536779324055
Information Technology,68,13.518886679920477
Health Care,60,11.928429423459244
Consumer Discretionary,50,9.940357852882704
Consumer Staples,37,7.3558648111332
Utilities,31,6.163021868787276
Real Estate,31,6.163021868787276
Materials,26,5.168986083499006
Communication Services,24,4.7713717693836974
Energy,22,4.3737574552683895
