Sector,MarketCap,Weight (%)
Financial Services,300096327680,46.994161294226984
Industrials,109326700032,17.120224745128674
Real Estate,104693577728,16.394692051898826
Communication Services,69353865216,10.860601839200696
Consumer Defensive,35081907712,5.493718774475987
Consumer Cyclical,8760114176,1.3718069185497217
Energy,7077855744,1.1083704256637406
Technology,4191806208,0.6564239508553722
