Sector,Count,Percentage
Basic Materials,44,20.657276995305164
Energy,43,20.187793427230048
Industrials,25,11.737089201877934
Financial Services,24,11.267605633802818
Real Estate,21,9.859154929577464
Consumer Cyclical,17,7.981220657276995
Consumer Staples,11,5.164319248826291
Utilities,10,4.694835680751173
Information Technology,10,4.694835680751173
Communication Services,5,2.3474178403755865
Healthcare,3,1.4084507042253522
