Sector,Count,Percentage
Real Estate,8,23.52941176470588
Technology,7,20.588235294117645
Financial,5,14.705882352941178
Telecommunications,2,5.88235294117647
Oil & Gas,2,5.88235294117647
Insurance,2,5.88235294117647
Healthcare,2,5.88235294117647
Chemicals,1,2.941176470588235
Utilities,1,2.941176470588235
Construction,1,2.941176470588235
Retail,1,2.941176470588235
Food Processing,1,2.941176470588235
