Sector,MarketCap,Weight (%)
Financials,565246394368,42.23673621390468
Health Care,336223207424,25.12350554104551
Consumer Staples,152281120768,11.37885635772558
Industrials,99242946560,7.415700828365444
Consumer Discretionary,98687754240,7.374215359724739
Real Estate,86599999488,6.470985699234047
