Sector,Count,Percentage
Technology,41,40.5940594059406
Consumer Cyclical,12,11.881188118811881
Communication Services,12,11.881188118811881
Healthcare,10,9.900990099009901
Industrials,10,9.900990099009901
Consumer Defensive,7,6.9306930693069315
Utilities,4,3.9603960396039604
Energy,2,1.9801980198019802
Real Estate,1,0.9900990099009901
Basic Materials,1,0.9900990099009901
Financial Services,1,0.9900990099009901
