Sector,Count,Percentage
Technology,81,16.10337972166998
Industrials,72,14.314115308151093
Financial Services,69,13.717693836978132
Healthcare,60,11.928429423459244
Consumer Cyclical,55,10.934393638170974
Consumer Defensive,37,7.3558648111332
Utilities,31,6.163021868787276
Real Estate,31,6.163021868787276
Communication Services,25,4.970178926441352
Energy,22,4.3737574552683895
Basic Materials,20,3.9761431411530817
