Sector,Count,Percentage
Technology,6,20.0
Financial Services,5,16.666666666666664
Industrials,4,13.333333333333334
Healthcare,4,13.333333333333334
Consumer Cyclical,4,13.333333333333334
Consumer Defensive,3,10.0
Communication Services,2,6.666666666666667
Energy,1,3.3333333333333335
Basic Materials,1,3.3333333333333335
